case_id,environment_id,environment_seed,run_within_environment,algorithm_seed,spacing_m,J,energy_Wh,arrival_time_s,dynamic_risk,penalty_total,penalty_static,penalty_scene_entry,penalty_nfz,feasible,static_violation,scene_entry_violation,nfz_violation,evaluation_time_s,total_collision_subsamples,total_nfz_subsamples,path_points,run_status
22,8,1475,1,1539,1.5,8.4684855519851,6.08006633973372,70.4273416112466,0,0,0,0,0,1,0,0,0,0.1095182,821,821,10,ok
22,8,1475,1,1539,0.75,8.46769493903934,6.07934254071172,70.4193239403963,0,0,0,0,0,1,0,0,0,0.2162904,1640,1640,10,ok
22,8,1475,1,1539,0.375,8.46817451551746,6.07979943988621,70.422045216832,0,0,0,0,0,1,0,0,0,0.4073178,3277,3277,10,ok
23,8,1475,2,1592,6,7.15501329970832,5.56339686697427,67.4377483566227,8.98809836230066e-05,0,0,0,0,1,0,0,0,0.0278258,200,200,10,ok
23,8,1475,2,1592,3,7.14455912836691,5.55249329121573,67.4824493363925,9.7570608861952e-05,0,0,0,0,1,0,0,0,0.0535443,397,397,10,ok
23,8,1475,2,1592,1.5,7.14128533648783,5.54947580337169,67.4574664992574,9.275923630252e-05,0,0,0,0,1,0,0,0,0.1039039,787,787,10,ok
23,8,1475,2,1592,0.75,7.14113683204756,5.54936213226354,67.453064073019,9.29445916241159e-05,0,0,0,0,1,0,0,0,0.2038985,1568,1568,10,ok
23,8,1475,2,1592,0.375,7.14184405249213,5.5500039157172,67.460531819761,9.32651684291321e-05,0,0,0,0,1,0,0,0,0.3928976,3129,3129,10,ok
24,8,1475,3,1645,6,7.02568428411653,5.50385618589806,68.6055540107969,4.76682109242367e-05,0,0,0,0,1,0,0,0,0.027456,200,200,10,ok
24,8,1475,3,1645,3,7.01078422135961,5.48938283165851,68.5613355395522,4.18460852250598e-05,0,0,0,0,1,0,0,0,0.0536977,399,399,10,ok
24,8,1475,3,1645,1.5,7.00872189085725,5.48733464203695,68.5568057065315,4.4206857995435e-05,0,0,0,0,1,0,0,0,0.1062788,793,793,10,ok
24,8,1475,3,1645,0.75,7.008231061443,5.48691657433538,68.548852607184,4.35582695166917e-05,0,0,0,0,1,0,0,0,0.2073724,1584,1584,10,ok
24,8,1475,3,1645,0.375,7.00869010858878,5.48733706447448,68.5533149835085,4.36953232479644e-05,0,0,0,0,1,0,0,0,0.3933623,3163,3163,10,ok
25,9,2312,1,2376,6,9.5258613993239,7.16749835441468,83.4947576116481,0,0,0,0,0,1,0,0,0,0.0292125,212,212,10,ok
25,9,2312,1,2376,3,9.48297605821713,7.12538451954176,83.4021768635847,0,0,0,0,0,1,0,0,0,0.0572751,419,419,10,ok
25,9,2312,1,2376,1.5,9.49325274326111,7.13466492072545,83.5217309268201,0,0,0,0,0,1,0,0,0,0.1096743,834,834,10,ok
25,9,2312,1,2376,0.75,9.49280161636249,7.13428837184972,83.5127815640736,0,0,0,0,0,1,0,0,0,0.2137878,1662,1662,10,ok
25,9,2312,1,2376,0.375,9.49238457295361,7.13390806221945,83.5083735106395,0,0,0,0,0,1,0,0,0,0.4131703,3319,3319,10,ok
26,9,2312,2,2429,6,8.77898989617742,6.84433412418701,86.5630137926316,0.000734089636890611,0,0,0,0,1,0,0,0,0.0300905,220,220,10,ok
26,9,2312,2,2429,3,8.75985374378061,6.82782148869931,86.2889159378349,0.000700152824977531,0,0,0,0,1,0,0,0,0.0576998,436,436,10,ok
26,9,2312,2,2429,1.5,8.76248284652072,6.83046211844385,86.281827197482,0.000704907408161574,0,0,0,0,1,0,0,0,0.1160986,867,867,10,ok
26,9,2312,2,2429,0.75,8.76120318761733,6.82926122596219,86.2738476448991,0.000703680393140862,0,0,0,0,1,0,0,0,0.2221995,1729,1729,10,ok
26,9,2312,2,2429,0.375,8.76121469334922,6.82925490315513,86.2753242471412,0.000704232745167547,0,0,0,0,1,0,0,0,0.430112,3453,3453,10,ok
27,9,2312,3,2482,6,11.0928293071541,8.18610751924712,95.5634694643661,0.0152786071201526,0,0,0,0,1,0,0,0,0.0334007,246,246,10,ok
27,9,2312,3,2482,3,11.0865164419425,8.17469445345365,95.5056523864168,0.0158368080766355,0,0,0,0,1,0,0,0,0.0640148,488,488,10,ok
27,9,2312,3,2482,1.5,11.0833661442344,8.17426070091411,95.5014520187677,0.0155686538661523,0,0,0,0,1,0,0,0,0.1264857,970,970,10,ok
27,9,2312,3,2482,0.75,11.0836683827718,8.17465829896202,95.5146012194315,0.0155481602478779,0,0,0,0,1,0,0,0,0.2474332,1935,1935,10,ok
27,9,2312,3,2482,0.375,11.083307860324,8.17425467312916,95.5101618175077,0.0155561700879912,0,0,0,0,1,0,0,0,0.4781959,3865,3865,10,ok
28,10,2560,1,2624,6,10.0752513788974,7.11500308881585,80.1076732607312,0.00215026041296468,0,0,0,0,1,0,0,0,0.0333907,237,237,80,ok
28,10,2560,1,2624,3,10.0988187977521,7.13548417139531,80.5472888818916,0.00209254768951392,0,0,0,0,1,0,0,0,0.063871,456,456,80,ok
28,10,2560,1,2624,1.5,10.1003811405038,7.13810368188443,80.3411265509434,0.00215863285823242,0,0,0,0,1,0,0,0,0.1119749,851,851,80,ok
28,10,2560,1,2624,0.75,10.1009913708139,7.13924743449586,80.368124159768,0.00208278262074165,0,0,0,0,1,0,0,0,0.2095693,1641,1641,80,ok
28,10,2560,1,2624,0.375,10.1009138707981,7.13933612260217,80.3699344326658,0.00206465524778948,0,0,0,0,1,0,0,0,0.4029868,3234,3234,80,ok
29,10,2560,2,2677,6,34.261905230273,14.8604719204716,144.491137504326,0.0190492264802996,0.112110670060781,0,0,0,0,0,0,0,0.0495451,338,338,10,ok
29,10,2560,2,2677,3,34.2190907312283,14.8203011062638,144.508820701632,0.0188776784484731,0.112099914415818,0,0,0,0,0,0,0,0.1011634,670,670,10,ok
29,10,2560,2,2677,1.5,34.2577900835382,14.8467015041387,144.516718827267,0.0189318098810594,0.112216832639773,0,0,0,0,0,0,0,0.1791336,1335,1335,10,ok
29,10,2560,2,2677,0.75,34.2557685780551,14.8446209670614,144.507342050458,0.0189461024153748,0.112216775100351,0,0,0,0,0,0,0,0.3543721,2665,2665,10,ok
29,10,2560,2,2677,0.375,34.2562376023901,14.84515449204,144.513666745986,0.0189343817714148,0.112216775100351,0,0,0,0,0,0,0,0.6793289,5327,5327,10,ok
30,10,2560,3,2730,6,13.9413688560685,8.78915317558777,84.4130393114987,0.0125665611894126,0,0,0,0,1,0,0,0,0.0330586,246,246,83,ok
30,10,2560,3,2730,3,13.9182905294025,8.76342208280443,84.4026909994127,0.0128404613945537,0,0,0,0,1,0,0,0,0.0619362,466,466,83,ok
30,10,2560,3,2730,1.5,13.8982711832343,8.74573833941481,84.4328287860878,0.0125817862944681,0,0,0,0,1,0,0,0,0.1147019,877,877,83,ok
30,10,2560,3,2730,0.75,13.9130260617542,8.76081592781764,84.4974047748592,0.0124957019821948,0,0,0,0,1,0,0,0,0.2152787,1715,1715,83,ok
30,10,2560,3,2730,0.375,13.9125807141892,8.76035074768894,84.494999478219,0.0124996896524339,0,0,0,0,1,0,0,0,0.4178246,3390,3390,83,ok
